Postcode,Postcode78,Easting,Northing,OA,X,Y
BA1 3WW,BA1 3WW,375350,164483,E00072575,-2.355586339,51.3788065
BA1 3XN,BA1 3XN,375350,164483,E00072575,-2.355586339,51.3788065
BA1 3YS,BA1 3YS,375350,164483,E00072575,-2.355586339,51.3788065
BA1 3ZJ,BA1 3ZJ,375350,164483,E00072575,-2.355586339,51.3788065
BA1 4AA,BA1 4AA,373192,165988,E00073118,-2.386706596,51.3922407
BA1 4AB,BA1 4AB,373329,165891,E00073118,-2.384730283,51.39137506
BA1 4AD,BA1 4AD,372796,166377,E00073116,-2.39242796,51.39571959
BA1 4AF,BA1 4AF,373159,165999,E00073118,-2.387181669,51.3923381
BA1 4AG,BA1 4AG,373336,165834,E00072760,-2.38462538,51.39086284
BA1 4AH,BA1 4AH,373209,165633,E00072879,-2.386435358,51.3890495
BA1 4AJ,BA1 4AJ,373273,165731,E00072760,-2.385523029,51.38993372
BA1 4AL,BA1 4AL,373395,165924,E00073118,-2.383784189,51.3916749
BA1 4AN,BA1 4AN,373213,166054,E00073118,-2.386409775,51.39283515
BA1 4AQ,BA1 4AQ,373387,165788,E00072760,-2.383888899,51.39045165
BA1 4AR,BA1 4AR,373490,166178,E00073117,-2.382437888,51.39396321
BA1 4AS,BA1 4AS,373284,166115,E00073114,-2.385393966,51.39338702
BA1 4AT,BA1 4AT,373116,166184,E00073118,-2.38781383,51.39399948
BA1 4AU,BA1 4AU,373158,166240,E00073118,-2.387214418,51.39450504
BA1 4AX,BA1 4AX,373260,166343,E00073113,-2.38575617,51.39543602
BA1 4AY,BA1 4AY,373172,166298,E00073118,-2.387017595,51.39502716
BA1 4AZ,BA1 4AZ,373348,166218,E00073114,-2.384481907,51.39431618
BA1 4BA,BA1 4BA,373380,166328,E00073114,-2.38403015,51.39530676
BA1 4BB,BA1 4BB,373317,166421,E00073113,-2.384942689,51.39614003
BA1 4BD,BA1 4BD,373225,166467,E00073113,-2.386268628,51.39654927
BA1 4BE,BA1 4BE,373099,166523,E00073107,-2.388083859,51.39704685
BA1 4BP,BA1 4BP,373035,166276,E00073118,-2.388985035,51.39482288
BA1 4BR,BA1 4BR,373096,166260,E00073118,-2.388106986,51.39468187
BA1 4BS,BA1 4BS,373063,166300,E00073116,-2.388584414,51.39503995
BA1 4BT,BA1 4BT,373179,166352,E00073113,-2.386921079,51.39551308
BA1 4BU,BA1 4BU,372956,166400,E00073116,-2.390129932,51.39593402
BA1 4BW,BA1 4BW,373029,166216,E00073118,-2.389066613,51.39428307
BA1 4BX,BA1 4BX,372955,166357,E00073116,-2.390140983,51.39554735
BA1 4BY,BA1 4BY,372776,166461,E00073116,-2.392721811,51.39647389
BA1 4BZ,BA1 4BZ,373048,166247,E00073118,-2.38879594,51.39456273
BA1 4DA,BA1 4DA,372997,166445,E00073107,-2.389544139,51.39634066
BA1 4DB,BA1 4DB,372617,166542,E00073110,-2.395013568,51.3971945
BA1 4DD,BA1 4DD,372459,166596,E00073106,-2.397288835,51.39767241
BA1 4DE,BA1 4DE,373053,166291,E00073116,-2.388727478,51.39495858
BA1 4DF,BA1 4DF,372879,166478,E00073111,-2.391242675,51.39663165
BA1 4DG,BA1 4DG,372713,166556,E00073111,-2.393634685,51.39732508
BA1 4DH,BA1 4DH,372593,166672,E00073106,-2.395368635,51.39836227
BA1 4DJ,BA1 4DJ,372613,166580,E00073110,-2.39507399,51.39753598
BA1 4DL,BA1 4DL,372781,166554,E00073111,-2.392657153,51.39731038
BA1 4DN,BA1 4DN,372513,166708,E00073106,-2.396521275,51.39868208
BA1 4DP,BA1 4DP,372252,166807,E00072610,-2.400280806,51.3995595
BA1 4DQ,BA1 4DQ,372631,166614,E00073110,-2.394817906,51.39784256
BA1 4DR,BA1 4DR,372651,166548,E00073110,-2.394525285,51.39725008
BA1 4DS,BA1 4DS,372211,167030,E00072609,-2.40088761,51.40156258
BA1 4DT,BA1 4DT,372399,166627,E00072610,-2.398153681,51.39794823
BA1 4DU,BA1 4DU,372282,166741,E00072610,-2.399844341,51.39896752
BA1 4DW,BA1 4DW,372450,166748,E00073106,-2.397429977,51.39903866
BA1 4DX,BA1 4DX,372706,166354,E00073112,-2.39371971,51.39550842
BA1 4DY,BA1 4DY,372601,166436,E00073112,-2.395235269,51.39624062
BA1 4DZ,BA1 4DZ,372671,166468,E00073112,-2.394231589,51.39653174
BA1 4EA,BA1 4EA,372429,166484,E00073110,-2.397711256,51.39666391
BA1 4EB,BA1 4EB,372498,166553,E00073110,-2.396724919,51.39728769
BA1 4ED,BA1 4ED,372798,166408,E00073116,-2.392401546,51.39599835
BA1 4EE,BA1 4EE,372834,166296,E00073112,-2.391875528,51.39499304
BA1 4EF,BA1 4EF,372897,166346,E00073116,-2.390973848,51.39544569
BA1 4EG,BA1 4EG,372666,166128,E00072874,-2.394277245,51.39347433
BA1 4EH,BA1 4EH,372714,166280,E00072874,-2.393599047,51.39484343
BA1 4EJ,BA1 4EJ,372549,166146,E00072872,-2.395960202,51.39363056
BA1 4EL,BA1 4EL,372542,166087,E00072872,-2.396056231,51.39309968
BA1 4EN,BA1 4EN,372993,166896,E00073120,-2.389636068,51.4003956
BA1 4EP,BA1 4EP,372909,166573,E00073111,-2.39081881,51.39748732
BA1 4EQ,BA1 4EQ,372559,166172,E00072874,-2.395818475,51.39386485
BA1 4ER,BA1 4ER,373021,166500,E00073107,-2.389203351,51.3968363
BA1 4ES,BA1 4ES,373133,166426,E00073113,-2.387587861,51.39617626
BA1 4ET,BA1 4ET,372974,166784,E00073120,-2.389900578,51.39938765
BA1 4EU,BA1 4EU,373106,166612,E00073107,-2.387990011,51.39784739
BA1 4EW,BA1 4EW,372938,166461,E00073107,-2.390393307,51.39648167
BA1 4EX,BA1 4EX,373044,166703,E00073120,-2.38888818,51.39866271
BA1 4EY,BA1 4EY,373023,166902,E00073120,-2.389205228,51.40045106
BA1 4EZ,BA1 4EZ,372341,166639,E00072610,-2.398988252,51.39805326
BA1 4HE,BA1 4HE,372982,166818,E00073120,-2.389788214,51.39969375
BA1 4HF,BA1 4HF,373122,166705,E00073120,-2.387767164,51.3986844
BA1 4HG,BA1 4HG,372876,166776,E00073120,-2.391308676,51.39931105
BA1 4HH,BA1 4HH,372829,166974,E00073120,-2.391999449,51.40108915
BA1 4HJ,BA1 4HJ,372835,166928,E00073124,-2.391909747,51.40067577
BA1 4HL,BA1 4HL,372813,167065,E00073120,-2.3922365,51.40190656
BA1 4HN,BA1 4HN,372638,166987,E00073124,-2.394746156,51.4011968
BA1 4HP,BA1 4HP,372970,166758,E00073109,-2.389956072,51.39915366
BA1 4HQ,BA1 4HQ,372824,166858,E00073108,-2.392062474,51.40004583
BA1 4HR,BA1 4HR,372688,166962,E00073124,-2.3940255,51.4009744
BA1 4HS,BA1 4HS,372614,167091,E00073123,-2.395099234,51.40213076
BA1 4HT,BA1 4HT,372850,166737,E00073109,-2.391679369,51.39895914
BA1 4HU,BA1 4HU,372902,166682,E00073109,-2.390927782,51.39846706
BA1 4HW,BA1 4HW,372619,167020,E00073124,-2.395021789,51.4014926
BA1 4HX,BA1 4HX,372713,166707,E00073108,-2.393646339,51.39868278
BA1 4HY,BA1 4HY,372720,166758,E00073108,-2.393549653,51.39914165
BA1 4JA,BA1 4JA,373017,166685,E00073109,-2.389274948,51.39849952
BA1 4JD,BA1 4JD,372629,166840,E00073108,-2.394864083,51.39987462
BA1 4JE,BA1 4JE,372664,166870,E00073124,-2.394363287,51.40014607
BA1 4JF,BA1 4JF,372649,166754,E00073108,-2.394570019,51.39910226
BA1 4JG,BA1 4JG,372707,166852,E00073108,-2.393743813,51.39998626
BA1 4JH,BA1 4JH,372692,166677,E00073108,-2.393945883,51.398412
BA1 4JJ,BA1 4JJ,372853,166611,E00073109,-2.391626672,51.3978263
BA1 4JL,BA1 4JL,372557,166867,E00073106,-2.395901212,51.40011392
BA1 4JN,BA1 4JN,372584,166928,E00073124,-2.395517788,51.40066365
BA1 4JP,BA1 4JP,372500,167057,E00073123,-2.396735323,51.40181951
BA1 4JQ,BA1 4JQ,372684,166633,E00073108,-2.394057563,51.39801601
BA1 4JR,BA1 4JR,372477,166936,E00073123,-2.397056587,51.40073045
BA1 4JW,BA1 4JW,372636,166921,E00073124,-2.39476973,51.40060324
BA1 4JY,BA1 4JY,372490,166970,E00073123,-2.396872324,51.4010368
BA1 4JZ,BA1 4JZ,372332,167014,E00073123,-2.399147017,51.40142469
BA1 4LA,BA1 4LA,372377,167094,E00073123,-2.398506366,51.40214619
BA1 4LB,BA1 4LB,372169,167275,E00073119,-2.40151066,51.40376345
BA1 4LD,BA1 4LD,372239,167146,E00073119,-2.400494212,51.40260704
BA1 4LH,BA1 4LH,372097,167253,E00073119,-2.402544044,51.40356214
BA1 4LJ,BA1 4LJ,371889,167487,E00072609,-2.405552787,51.4056558
BA1 4LL,BA1 4LL,371973,167855,E00072609,-2.404374342,51.40896891
BA1 4LN,BA1 4LN,372144,167491,E00073119,-2.401887065,51.40570438
BA1 4LP,BA1 4LP,372332,167188,E00073122,-2.399160636,51.40298923
BA1 4LR,BA1 4LR,372594,166759,E00073108,-2.395360921,51.39914463
BA1 4LS,BA1 4LS,372545,166694,E00073106,-2.396060225,51.39855778
BA1 4LT,BA1 4LT,372222,167307,E00073119,-2.400751266,51.40405379
BA1 4LW,BA1 4LW,372364,167424,E00073121,-2.398719083,51.40511283
BA1 4NA,BA1 4NA,372489,167590,E00072609,-2.396934922,51.40661146
BA1 4NB,BA1 4NB,372510,167286,E00073122,-2.396609363,51.40387911
BA1 4ND,BA1 4ND,372532,167155,E00073122,-2.396282944,51.40270226
BA1 4NE,BA1 4NE,372415,167290,E00073121,-2.397975378,51.40391043
BA1 4NF,BA1 4NF,372380,167229,E00073121,-2.398473771,51.40336022
BA1 4NG,BA1 4NG,372191,167397,E00073119,-2.401204022,51.40486155
BA1 4NH,BA1 4NH,372238,167425,E00073119,-2.400530586,51.40511564
BA1 4NP,BA1 4NP,372586,167243,E00073122,-2.395513535,51.40349609
BA1 4NQ,BA1 4NQ,372397,167369,E00073121,-2.398240298,51.40461987
BA1 4NR,BA1 4NR,372675,167230,E00073122,-2.394233009,51.40338355
BA1 4NS,BA1 4NS,372671,167143,E00073123,-2.394283768,51.40260104
BA1 4NW,BA1 4NW,372455,167138,E00073122,-2.397388543,51.40254561
BA1 4NX,BA1 4NX,372489,167343,E00073121,-2.396915695,51.40439055
BA1 4PA,BA1 4PA,372401,166803,E00073106,-2.39813862,51.39953084
BA1 5AB,BA1 5AB,374114,167452,E00072796,-2.373562515,51.40544741
BA1 5AD,BA1 5AD,374451,166060,E00072801,-2.368617153,51.3929464
BA1 5AE,BA1 5AE,375002,166446,E00072799,-2.360725179,51.3964419
BA1 5AF,BA1 5AF,375595,164736,E00072565,-2.352083578,51.38109209
BA1 5AH,BA1 5AH,375083,164843,E00072573,-2.359447972,51.38203186
BA1 5AJ,BA1 5AJ,375082,164879,E00072573,-2.359464843,51.38235551
BA1 5AL,BA1 5AL,375130,164975,E00072573,-2.35878183,51.38322076
BA1 5AN,BA1 5AN,375122,164997,E00072573,-2.3588983,51.38341826
BA1 5AP,BA1 5AP,375059,164861,E00072573,-2.359794,51.3821926
BA1 5AQ,BA1 5AQ,375081,164823,E00072573,-2.359475233,51.3818519
BA1 5AR,BA1 5AR,375054,164878,E00072573,-2.359867113,51.38234529
BA1 5AS,BA1 5AS,375108,164947,E00072573,-2.359095958,51.38296809
BA1 5AU,BA1 5AU,375042,164982,E00072573,-2.360046832,51.38327989
BA1 5AW,BA1 5AW,375127,164839,E00072574,-2.358815394,51.38199784
BA1 5AX,BA1 5AX,375142,165313,E00072563,-2.3586332,51.38626049
BA1 5BB,BA1 5BB,375112,165229,E00072573,-2.359058338,51.38550391
BA1 5BD,BA1 5BD,375085,165264,E00072573,-2.359448836,51.38581743
BA1 5BE,BA1 5BE,375120,165311,E00072563,-2.358949177,51.38624155
BA1 5BG,BA1 5BG,375113,165452,E00072563,-2.359059693,51.38750906
BA1 5BJ,BA1 5BJ,375109,165108,E00072573,-2.359092951,51.38441574
BA1 5BL,BA1 5BL,375123,165550,E00072577,-2.358922861,51.3883907
BA1 5BN,BA1 5BN,375058,165153,E00072573,-2.359829043,51.38481818
BA1 5BQ,BA1 5BQ,375109,165385,E00072563,-2.359112444,51.38690643
BA1 5BR,BA1 5BR,375045,165126,E00072573,-2.360013865,51.38457481
BA1 5BS,BA1 5BS,375138,165446,E00072563,-2.358700015,51.38745622
BA1 5BT,BA1 5BT,375139,165286,E00072573,-2.35867443,51.38601757
BA1 5BU,BA1 5BU,375128,165600,E00072577,-2.358854572,51.38884046
BA1 5BW,BA1 5BW,375087,165449,E00072563,-2.359433075,51.38748094
BA1 5BX,BA1 5BX,375147,165649,E00072577,-2.358584893,51.38928194
BA1 5DA,BA1 5DA,375170,165676,E00072577,-2.358256312,51.38952575
BA1 5DB,BA1 5DB,375347,165710,E00073051,-2.355714863,51.38983912
BA1 5DD,BA1 5DD,375241,165679,E00072577,-2.357236174,51.38955583
BA1 5DF,BA1 5DF,375222,165705,E00072577,-2.357511005,51.38978871
BA1 5DG,BA1 5DG,375253,165705,E00072577,-2.357065467,51.38979007
BA1 5DH,BA1 5DH,375331,165676,E00073051,-2.355942489,51.3895328
BA1 5DJ,BA1 5DJ,375299,165725,E00073051,-2.356405785,51.38997195
BA1 5DU,BA1 5DU,374984,165252,E00072569,-2.360899414,51.38570501
BA1 5DX,BA1 5DX,374967,165232,E00072566,-2.361142312,51.38552447
BA1 5DY,BA1 5DY,374957,165245,E00072566,-2.361286834,51.38564089
BA1 5DZ,BA1 5DZ,374968,165350,E00072584,-2.361136208,51.3865855
BA1 5EB,BA1 5EB,375127,164839,E00072574,-2.358815394,51.38199784
BA1 5ED,BA1 5ED,374918,165522,E00072812,-2.361867023,51.38812985
BA1 5EE,BA1 5EE,374875,165633,E00072806,-2.362492834,51.389126
BA1 5EF,BA1 5EF,374849,165682,E00072806,-2.362869926,51.38956549
BA1 5EG,BA1 5EG,374800,165727,E00072804,-2.363577339,51.3899679
BA1 5EH,BA1 5EH,374774,165813,E00072804,-2.363957206,51.39073998
BA1 5EJ,BA1 5EJ,374851,165827,E00072804,-2.362851563,51.39086935
BA1 5EL,BA1 5EL,374844,165758,E00072804,-2.362947258,51.39024861
BA1 5EN,BA1 5EN,374822,165820,E00072804,-2.363267818,51.39080514
BA1 5EQ,BA1 5EQ,374861,165616,E00072812,-2.362692826,51.38897256
BA1 5ER,BA1 5ER,374759,165716,E00072809,-2.364165828,51.38986719
BA1 5ES,BA1 5ES,374737,165812,E00072805,-2.364488829,51.39072934
BA1 5ET,BA1 5ET,374716,165891,E00072803,-2.364796288,51.39143881
BA1 5EX,BA1 5EX,374654,166015,E00072803,-2.365696284,51.39255094
BA1 5EZ,BA1 5EZ,374521,166021,E00072805,-2.367608259,51.3925989
BA1 5HB,BA1 5HB,375023,165879,E00072802,-2.360383271,51.3913445
BA1 5HD,BA1 5HD,374364,166068,E00072801,-2.36986805,51.39301446
BA1 5HE,BA1 5HE,374512,165957,E00072805,-2.367732931,51.3920231
BA1 5HF,BA1 5HF,374564,166152,E00072797,-2.366999581,51.39377876
BA1 5HG,BA1 5HG,374681,166059,E00072803,-2.365311343,51.39294776
BA1 5HH,BA1 5HH,374605,166129,E00072797,-2.366408725,51.39357377
BA1 5HP,BA1 5HP,374978,165583,E00072808,-2.36100897,51.38868103
BA1 5HR,BA1 5HR,374953,165537,E00072808,-2.361365097,51.38826633
BA1 5HS,BA1 5HS,374959,165502,E00072808,-2.361276357,51.38795189
BA1 5HT,BA1 5HT,374961,165605,E00072808,-2.361254857,51.38887803
BA1 5HU,BA1 5HU,374966,165561,E00072808,-2.361179936,51.38848264
BA1 5HX,BA1 5HX,375039,165909,E00072802,-2.360155384,51.39161497
BA1 5HY,BA1 5HY,374938,165718,E00072806,-2.361593458,51.38989314
BA1 5HZ,BA1 5HZ,375082,165990,E00072802,-2.359543121,51.39234516
BA1 5JA,BA1 5JA,375106,165982,E00072802,-2.359197602,51.3922743
BA1 5JB,BA1 5JB,375131,165989,E00073054,-2.3588388,51.39233833
BA1 5JD,BA1 5JD,375231,166087,E00073057,-2.35740837,51.39322392
BA1 5JE,BA1 5JE,375413,166240,E00073068,-2.354803293,51.39460764
BA1 5JF,BA1 5JF,375325,166166,E00073057,-2.35606295,51.39393844
BA1 5JG,BA1 5JG,375479,166271,E00073068,-2.353856798,51.39488926
BA1 5JH,BA1 5JH,375051,165840,E00072802,-2.359978099,51.39099507
BA1 5JJ,BA1 5JJ,375081,165914,E00072802,-2.359552103,51.39166177
BA1 5JL,BA1 5JL,375154,165972,E00073054,-2.358506989,51.39218653
BA1 5JN,BA1 5JN,375123,165917,E00073054,-2.35894868,51.39169058
BA1 5JQ,BA1 5JQ,375014,165792,E00072802,-2.360506405,51.39056187
BA1 5JR,BA1 5JR,375206,166015,E00073054,-2.357762741,51.39257543
BA1 5JS,BA1 5JS,375246,166057,E00073057,-2.357190713,51.39295481
BA1 5JT,BA1 5JT,375278,166088,E00073057,-2.356732973,51.39323497
BA1 5JU,BA1 5JU,375247,165989,E00073057,-2.357171613,51.39234342
BA1 5JX,BA1 5JX,375335,166083,E00073057,-2.355913412,51.39319251
BA1 5JY,BA1 5JY,375259,166198,E00073057,-2.357013702,51.3942232
BA1 5JZ,BA1 5JZ,375107,166115,E00072800,-2.359192628,51.39347025
BA1 5LA,BA1 5LA,375140,166149,E00072800,-2.358720648,51.39377742
BA1 5LB,BA1 5LB,374900,165673,E00072806,-2.362136404,51.38948676
BA1 5LD,BA1 5LD,374900,165673,E00072806,-2.362136404,51.38948676
BA1 5LH,BA1 5LH,375046,165188,E00072569,-2.360003903,51.38513236
BA1 5LJ,BA1 5LJ,375005,165069,E00072573,-2.360584705,51.38406049
BA1 5LL,BA1 5LL,374956,165132,E00072573,-2.361293288,51.38462481
BA1 5LN,BA1 5LN,375014,165161,E00072569,-2.360461824,51.38488815
BA1 5LP,BA1 5LP,375052,165071,E00072573,-2.359909395,51.38408054
BA1 5LR,BA1 5LR,375206,165023,E00072568,-2.35769319,51.38365575
BA1 5LS,BA1 5LS,375025,165210,E00072569,-2.36030723,51.38532919
BA1 5LU,BA1 5LU,374992,165115,E00072573,-2.36077468,51.3844735
BA1 5LW,BA1 5LW,375024,165126,E00072569,-2.360315635,51.38457388
BA1 5LX,BA1 5LX,375065,165343,E00072579,-2.359741847,51.38652686
BA1 5LY,BA1 5LY,375063,165491,E00072577,-2.359780956,51.38785752
BA1 5LZ,BA1 5LZ,374996,165296,E00072569,-2.360730013,51.38610124
BA1 5NA,BA1 5NA,375032,165388,E00072579,-2.360219203,51.38693
BA1 5NB,BA1 5NB,375012,165449,E00072579,-2.360510962,51.38747763
BA1 5ND,BA1 5ND,375071,165643,E00072808,-2.359676737,51.38922466
BA1 5NE,BA1 5NE,375042,165750,E00072808,-2.360101028,51.39018548
BA1 5NF,BA1 5NF,375210,165741,E00073063,-2.357685938,51.39011188
BA1 5NG,BA1 5NG,375067,165708,E00072808,-2.359738788,51.38980886
BA1 5NH,BA1 5NH,375306,165774,E00073051,-2.356308605,51.39041281
BA1 5NJ,BA1 5NJ,375269,165813,E00073063,-2.356843142,51.39076186
BA1 5NL,BA1 5NL,375373,165820,E00073061,-2.355348912,51.39082941
BA1 5NN,BA1 5NN,375291,165829,E00073051,-2.356527993,51.39090674
BA1 5NP,BA1 5NP,375243,165870,E00073054,-2.357220753,51.39127328
BA1 5NR,BA1 5NR,375224,165896,E00073054,-2.357495595,51.39150625
BA1 5NS,BA1 5NS,375251,165824,E00073054,-2.357102591,51.39086004
BA1 5NU,BA1 5NU,375135,165736,E00072808,-2.358763536,51.39006364
BA1 5NW,BA1 5NW,375314,165841,E00073051,-2.356198342,51.39101561
BA1 5NX,BA1 5NX,375165,165882,E00073054,-2.358342587,51.39137772
BA1 5NY,BA1 5NY,375069,165750,E00072802,-2.359713074,51.39018667
BA1 5NZ,BA1 5NZ,375051,165757,E00072808,-2.359972243,51.3902488
BA1 5PA,BA1 5PA,375209,165792,E00073063,-2.35770397,51.39057046
BA1 5PB,BA1 5PB,375179,165802,E00073063,-2.358135761,51.39065903
BA1 5PD,BA1 5PD,375159,165823,E00073054,-2.358424709,51.39084702
BA1 5PE,BA1 5PE,375110,165788,E00072802,-2.359126473,51.39053015
BA1 5PF,BA1 5PF,375088,165809,E00072802,-2.359444099,51.39071795
BA1 5PG,BA1 5PG,374821,165850,E00072804,-2.363284292,51.39107476
BA1 5PH,BA1 5PH,374864,165864,E00072804,-2.362667323,51.39120261
BA1 5PJ,BA1 5PJ,374827,165931,E00072803,-2.363203793,51.39180341
BA1 5PL,BA1 5PL,374870,165839,E00072804,-2.36257928,51.39097806
BA1 5PN,BA1 5PN,374835,165983,E00072803,-2.363092549,51.39227129
BA1 5PP,BA1 5PP,374915,165981,E00072800,-2.361942596,51.39225687
BA1 5PQ,BA1 5PQ,374899,165794,E00072804,-2.362159331,51.39057475
BA1 5PR,BA1 5PR,374816,166188,E00072800,-2.363380295,51.39411374
BA1 5PS,BA1 5PS,374862,166069,E00072800,-2.362710693,51.39304582
BA1 5PT,BA1 5PT,374838,166144,E00072800,-2.363060873,51.39371911
BA1 5PU,BA1 5PU,374852,166340,E00072797,-2.362873595,51.39548213
BA1 5PW,BA1 5PW,374964,165923,E00072804,-2.361234241,51.39173759
BA1 5PX,BA1 5PX,374810,166405,E00072797,-2.363481911,51.39606464
BA1 5PY,BA1 5PY,374903,166429,E00072799,-2.362146937,51.3962846
BA1 5PZ,BA1 5PZ,374936,166366,E00072799,-2.36166807,51.39571958
BA1 5QA,BA1 5QA,375089,166286,E00072799,-2.359463371,51.39500704
BA1 5QB,BA1 5QB,375203,166293,E00072795,-2.357825256,51.39507498
BA1 5QE,BA1 5QE,375171,166402,E00072795,-2.35829296,51.39605365
BA1 5QF,BA1 5QF,375027,166238,E00072800,-2.360351158,51.39457274
BA1 5QH,BA1 5QH,374996,166232,E00072800,-2.360796199,51.39451734
BA1 5QJ,BA1 5QJ,374880,166570,E00072799,-2.362487484,51.3975514
BA1 5QP,BA1 5QP,375037,166143,E00072800,-2.360200701,51.39371895
BA1 5QQ,BA1 5QQ,375010,166266,E00072800,-2.360597378,51.39482368
BA1 5QR,BA1 5QR,374942,166110,E00072800,-2.361563769,51.39341802
BA1 5QS,BA1 5QS,375158,166220,E00072800,-2.358466942,51.39441662
BA1 5QT,BA1 5QT,374897,166132,E00072800,-2.362212123,51.39361387
BA1 5QW,BA1 5QW,374965,166113,E00072800,-2.361233356,51.393446
BA1 5RA,BA1 5RA,374735,166084,E00072803,-2.364537059,51.39317499
BA1 5RB,BA1 5RB,374630,166293,E00072797,-2.36606119,51.39504954
BA1 5RD,BA1 5RD,374554,166434,E00072798,-2.367163624,51.39631394
BA1 5RE,BA1 5RE,374505,166529,E00072798,-2.367874786,51.39716596
BA1 5RF,BA1 5RF,374438,166699,E00072798,-2.368850117,51.39869152
BA1 5RG,BA1 5RG,374356,166716,E00072798,-2.370030121,51.39884062
BA1 5RH,BA1 5RH,374168,166752,E00072798,-2.372735066,51.39915575
BA1 5RJ,BA1 5RJ,374597,166337,E00072797,-2.366538619,51.39544367
BA1 5RP,BA1 5RP,374072,166791,E00072798,-2.374117834,51.39950202
BA1 5RQ,BA1 5RQ,374241,166794,E00072796,-2.371688768,51.39953681
BA1 5RR,BA1 5RR,374317,166436,E00072798,-2.370570364,51.3963212
BA1 5RS,BA1 5RS,374450,166456,E00072798,-2.368660111,51.3965071
BA1 5RT,BA1 5RT,374034,166694,E00072798,-2.374656963,51.39862816
BA1 5RU,BA1 5RU,374226,166384,E00072798,-2.371874578,51.39584953
BA1 5RX,BA1 5RX,374266,166296,E00072798,-2.371293164,51.39506005
BA1 5RY,BA1 5RY,374409,166383,E00072798,-2.369244065,51.39584886
BA1 5SB,BA1 5SB,374340,166539,E00072798,-2.370247196,51.39724838
BA1 5SD,BA1 5SD,374131,166523,E00072798,-2.373250218,51.39709503
BA1 5SE,BA1 5SE,374340,166147,E00072801,-2.370218744,51.39372369
BA1 5SF,BA1 5SF,374267,166139,E00072801,-2.371267398,51.39364846
BA1 5SG,BA1 5SG,374525,166259,E00072797,-2.367567816,51.3947391
BA1 5SH,BA1 5SH,374311,166265,E00072798,-2.370644096,51.39478335
BA1 5SJ,BA1 5SJ,374184,166241,E00072798,-2.372467825,51.39456182
BA1 5SL,BA1 5SL,374365,166324,E00072798,-2.369872273,51.39531633
BA1 5SN,BA1 5SN,374448,166209,E00072797,-2.368670938,51.39428608
BA1 5SP,BA1 5SP,374899,166064,E00072800,-2.362178499,51.39300252
BA1 5SQ,BA1 5SQ,374488,166351,E00072798,-2.368106314,51.39556469
BA1 5ST,BA1 5ST,374782,165859,E00072804,-2.363845427,51.39115402
BA1 5SU,BA1 5SU,374804,165923,E00072803,-2.363533836,51.39173048
BA1 5SW,BA1 5SW,374445,166146,E00072801,-2.368709521,51.39371946
BA1 5SX,BA1 5SX,374749,166138,E00072800,-2.364339698,51.39366121
BA1 5SY,BA1 5SY,374679,166326,E00072797,-2.365359262,51.39534847
BA1 5SZ,BA1 5SZ,374711,166498,E00072797,-2.364911636,51.39689647
BA1 5TA,BA1 5TA,374600,166596,E00072797,-2.366514092,51.39777269
BA1 5TB,BA1 5TB,374484,166684,E00072796,-2.368187827,51.39855868
BA1 5TD,BA1 5TD,374391,166988,E00072796,-2.369546723,51.40128795
BA1 5TE,BA1 5TE,374755,166253,E00072797,-2.364261639,51.39469549
BA1 5TG,BA1 5TG,374120,167064,E00072796,-2.373447925,51.40195895
BA1 5TH,BA1 5TH,374261,167293,E00072609,-2.371437701,51.40402451
BA1 5TJ,BA1 5TJ,374212,167246,E00072796,-2.372138699,51.40359961
BA1 5TL,BA1 5TL,374120,167228,E00072796,-2.373459935,51.4034336
BA1 5TN,BA1 5TN,374732,166382,E00072797,-2.364601493,51.39585441
BA1 5TP,BA1 5TP,374609,166719,E00072797,-2.366393628,51.39887901
BA1 5TQ,BA1 5TQ,374057,167304,E00072796,-2.374371196,51.40411406
BA1 5TR,BA1 5TR,374637,166680,E00072797,-2.365988344,51.39852961
BA1 5TT,BA1 5TT,374736,166898,E00072795,-2.364580779,51.4004942
BA1 5TU,BA1 5TU,374823,166628,E00072797,-2.363311022,51.39807041
BA1 5TW,BA1 5TW,374560,166810,E00072796,-2.367104528,51.39969508
BA1 5UB,BA1 5UB,375235,165638,E00072578,-2.357319447,51.38918683
BA1 5UD,BA1 5UD,375212,165618,E00072578,-2.35764864,51.38900604
BA1 5UE,BA1 5UE,375251,165607,E00072578,-2.357087403,51.38890887
BA1 5UF,BA1 5UF,375209,165596,E00072563,-2.357690229,51.38880806
BA1 5UG,BA1 5UG,375129,165556,E00072577,-2.358837021,51.3884449
BA1 5XE,BA1 5XE,375350,164483,E00072575,-2.355586339,51.3788065
BA1 5XJ,BA1 5XJ,375350,164483,E00072575,-2.355586339,51.3788065
BA1 5XL,BA1 5XL,375350,164483,E00072575,-2.355586339,51.3788065
BA1 5YQ,BA1 5YQ,375350,164483,E00072575,-2.355586339,51.3788065
BA1 5YX,BA1 5YX,375350,164483,E00072575,-2.355586339,51.3788065
BA1 5ZD,BA1 5ZD,375350,164483,E00072575,-2.355586339,51.3788065
BA1 6AA,BA1 6AA,375323,165753,E00073051,-2.356062801,51.39022479
BA1 6AB,BA1 6AB,375359,165776,E00073051,-2.355547053,51.3904331
BA1 6AD,BA1 6AD,375467,165840,E00073058,-2.353999316,51.39101328
BA1 6AE,BA1 6AE,375585,165901,E00073058,-2.352307712,51.39156691
